author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Chip,/gp/profile/amzn1.account.AE5ULSWC5GIBYWFMV6W3RIHBWI3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"What can I say about this, it replaced a dead unchargeable battery, took a full charge and the customer I bought it for was pleased.",It fits and works perfectly on many HP laptops.,Verified Purchase,,14,65,3907236,Public
Walter Mitty,/gp/profile/amzn1.account.AEOHZFVIWIQMTGFXSQQOA34BUQJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,Fit perfectly and seems to work (?) just as well as the original.  Great price.  Time will tell.,GOOD VALUE,Verified Purchase,,86,77,2212548,Public
Sirhc Renots,/gp/profile/amzn1.account.AE2AKLYGRJAP2IFVYBYGTNYM3NMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,4.0 out of 5 stars,The battery is a perfect replacement however for a new battery it dies too quickly.,Perfect replacement,Verified Purchase,,12,56,1570737,Public
Renae Woolsey,/gp/profile/amzn1.account.AE7DNQN35HCUQXZPRQNOJRP47BDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,1.0 out of 5 stars,The battery life of this is poor. Has a loose fit would not recommend as when fully charged will be dead in less then1 hr,Do not buy,Verified Purchase,,28,32,62593673,Public
Matthew Tatum,/gp/profile/amzn1.account.AHEJVTGH2P37LIFJJUTXYPM5MWBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"Al principio tenía temor que no fuera la indicada, pero me he quitado un peso de encima saber q puedo trabajar con mi computadora si el cargador conectado",Ya la necesitaba,Verified Purchase,,1,22,3827067,Public
Michael L.,/gp/profile/amzn1.account.AFNVJ3C2MATDWUUKAX5PPZ2SVYKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 9, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,bought this one for my daughters computer. i have the same one and mine has lasted 5 years and still going,laptop battery,Verified Purchase,,14,55,4697389,Public
Lazer,/gp/profile/amzn1.account.AGQRCZYE6JILRJDH4VQVWDDZKECA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 17, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,"shows full charge in about an hour, then only runs laptop about 40 minutes max.",Poor battery,Verified Purchase,,10,101,4445766,Public
Ginz Choppers,/gp/profile/amzn1.account.AF2G64AC63BALBNS6QKJ2TVQJKOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"Direct replacement for my battery, fit perfectly, and is working as it should. Very happy! It’s too new to know about battery life or longevity, so I did not rate those two categories.","So far, works as it should.",Verified Purchase,,16,25,,Public
Dan,/gp/profile/amzn1.account.AGO4XLNQJ3V2UQ26QM7YGZAAHWTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,Brought new life to my older laptop. Now I can get away from the electrical outlet.,New Life,Verified Purchase,,52,61,1741893,Public
P. S. Freeman,/gp/profile/amzn1.account.AG67EKD7LXHV5YG7UOBXRUOESMUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 14, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,I bought this battery a year ago and it has stopped charging and will not power up laptop.,Don't waste your money,Verified Purchase,,21,66,2294369,Public
"pam Gilbert, Az.",/gp/profile/amzn1.account.AFZOQ3NX5MD73BO2VVZ4TZZT3N7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,Was concerned that this would be hard to fit. It was great and my pc runs well,Up & running,Verified Purchase,,83,108,1401670,Public
tom,/gp/profile/amzn1.account.AGMMZ7J2AE2E2CA32C52DCHJYFZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"I have an HP g7. The battery snapped right in, within 2 hours it was fully charged. So far I am pleased","arrived on time, installed easily",Verified Purchase,,32,62,79008220,Public
Robert Kakuk,/gp/profile/amzn1.account.AGWLPOBAKJOHNA4JS2RZ572RTXXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 21, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"Inexpensive exact replacement for in an old laptop, that now is usable again.",New battery for old laptop,Verified Purchase,,31,104,1183629,Public
marie,/gp/profile/amzn1.account.AEYMTHRHCFPPZVODHNJUQYUQVNLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2018",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,Had this replacement battery for 2 months and it's already dead.  Won't hold a charge.,Don't buy,Verified Purchase,3 people found this helpful,7,7,11882918,Public
John M,/gp/profile/amzn1.account.AHIXMOYVAX4JCDMKXY3RYG5MWEEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 30, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,This replacement battery now charges our HP Pavilion laptop to 100% and holds the charge as expected.,Great Value,Verified Purchase,,7,46,1585571,Public
T O,/gp/profile/amzn1.account.AHRXR72YPYJEZXP6LKE4ZDP72QWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,4.0 out of 5 stars,I got this for an old laptop and I didn't expect the battery to work like new but I thot I'd at least get 90 minutes out of it.  Instead I saw the percentage drop like 20 percent in like 8 mins. Fortunately I hardly use the old laptop.,Works for short emergency use.,Verified Purchase,,0,10,62593673,Public
Teo Frank,/gp/profile/amzn1.account.AFHQX22ZCKMSH53EGZVDC4QOOVLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 17, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Check the connector location. Some are in the middle, some are near the end.",Only Fits Some HP Pavilions,Verified Purchase,,442,367,81602,Public
A. Lanier,/gp/profile/amzn1.account.AH4I5BNJ6HSZHD7FYEERYITGRFDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 28, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,I have an old house laptop that it’s hard to break away i thought the battery was going bad because it wouldn’t stay on after 10 mins.... it’s not the battery it did the same thing with the new battery guess imma have to get a new laptop. this battery came super quick and did fit my go pavilion perfectly,It was t the battery,Verified Purchase,,34,5,62593673,Public
gary beaubien,/gp/profile/amzn1.account.AH4SBZYUF5EVDZTY2SR6ETXAJNUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 17, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,I needed a replacement for my computer battery. This one works great. Same as original.,Good choice product,Verified Purchase,,34,46,698088,Public
Princess,/gp/profile/amzn1.account.AFCZGPJYMVSCCBKCCLFOI2KH3ENQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,3.0 out of 5 stars,"Very disappointed with the life of battery.  Battery life didn't meet my expectation.  Thought it would last longer than it did.  Keep shutting my computer down after 2 hours of operation, doesn't stay charge unless plugged in.  Won't purchase again.  Will try another battery from another vendor.",Battery Life Terrible,Verified Purchase,,2,8,37364259,Public
Cindy,/gp/profile/amzn1.account.AEIWA3DLNUFXY2APWOYG4KU5TYVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Ive had the original  battery for 6 years, or more!  Hope this is as good!",Just hopeing,Verified Purchase,,39,136,962770,Public
Wade F.,/gp/profile/amzn1.account.AHQDAJ7YPZSFHOMQP3CHOXNFWJVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"It was the exact match for the battery that was in my HP laptop. The price was outstanding, and the delivery time was excellent.",Exact Match,Verified Purchase,,25,38,6434218,Public
Walt,/gp/profile/amzn1.account.AFXUCOJTS3MZ54RGX2GRNRBBAULA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,1.0 out of 5 stars,Didn't fit our HP laptop and had to return.  No problem with the return.,Didn't fit our HP laptop and had to return.,Verified Purchase,,59,126,62589945,Public
Cheryl,/gp/profile/amzn1.account.AFO4ONBS6MCLCIRIGIZQIWHLHKBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 29, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,It was as described a d fit my laptop perfectly.  Holds the charge well.,Good battery.,Verified Purchase,,49,87,78875132,Public
Carlos Herrera,/gp/profile/amzn1.account.AGM6ENSOLC6DPUG4ELUDVDRQZMZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,1.0 out of 5 stars,"Este artículo es un total engaño, he recibido dos baterías y ninguna funciona.",Batería no reconocida por la laptop,Verified Purchase,,1,44,5105639,Public
K Carman,/gp/profile/amzn1.account.AEMIOEQTDVFQHAE4KSABDHR2SHIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,4.0 out of 5 stars,"The first battery I received was defective. I have since heard from the company and they have replaced the battery.  It charged using the instructions I received from customer service in attempt to get the first battery to charge.  I have only had the new battery two days, but so far I am pleased!Thank you to customer service for taking care of your customers!",Replacement Battery is working,Verified Purchase,,0,3,37345670,Public
Cherubarb,/gp/profile/amzn1.account.AEURBUCZR5A3VJMXKGV5YILR6TZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 28, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,Great replacement for the original battery. Works well and at a great price.,Working well.,Verified Purchase,,13,55,2843841,Public
Amazon Customer,/gp/profile/amzn1.account.AG2BT7NXVIVZF4CEJFK55FVF6V6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 15, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,This battery works much better than the one that came with my computer.,HP computer battery,Verified Purchase,,45,83,504113,Public
FrizzleFried,/gp/profile/amzn1.account.AFQSCF4RTCZFHJDCYYOODKJ6U72A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,1.0 out of 5 stars,Less than 2 months in and my battery is so dead that I can't even operate the computer with it plugged in.,6 to 8 weeks then dead,Verified Purchase,,18,27,3000763,Public
reisijp,/gp/profile/amzn1.account.AFI6ZEQ3ZPOJ6BQIACTOYPHNDBFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,A good battery at a great price and delivered quickly.  What's not to like?,What's not to like?,Verified Purchase,,58,69,3152947,Public
David In Dallas,/gp/profile/amzn1.account.AFBZVRK4JPJ3G5PN7SMTWWLDHQLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,Fit right into my old HP when i had doubts that it would.  THank you!,Perfect replacement,Verified Purchase,,22,113,9155079,Public
Grayson,/gp/profile/amzn1.account.AGM532K7HKUITQTA4YEFEAZ7MOQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2018",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,1.0 out of 5 stars,"Battery was damaged (corner chipped/ broken off). Missing piece wasn't in shipping package, so more than likely broken off prior to being packaged. Battery also doesn't hold a charge more than an hour to two hours.",Battery was damaged (corner chipped/ broken off). Missing piece ...,Verified Purchase,3 people found this helpful,3,1,27859363,Public
Oops!,/gp/profile/amzn1.account.AEPMOHR2GAK75XEMPDKUNISRBLLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,It is the right battery for my laptop. Fits and works so I am happy.,Works so I like it.,Verified Purchase,,133,137,978269,Public
Vegas101,/gp/profile/amzn1.account.AEDLXMX6VDIQYDPPZP4L4X5QJAAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,At full charge battery is good for approximately an hour and a half.,Easy Installation,Verified Purchase,,91,86,903962,Public
