author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
Janice K Kramer,/gp/profile/amzn1.account.AG222BKCY6PEYZ5C4GUQ7H3546FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Yummy,YummyYummy,Flavor Name: Classic MixVerified Purchase,,
Simone Simpson,/gp/profile/amzn1.account.AG33G5OV4IMQIDFGWWCWCVH7SRFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,It worth the money,Good size,Flavor Name: Classic MixVerified Purchase,,
b,/gp/profile/amzn1.account.AG726B3FGFWQHOSYI7WIIVOVUOZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,I will buy again,Yummy,Flavor Name: Classic MixVerified Purchase,,
Melody Kirkland,/gp/profile/amzn1.account.AE5KR2P2BPIETA47V6IGPHZJNI6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"Freshness, flavor, and potion size",Snack,Flavor Name: Classic MixVerified Purchase,,
shena sanders,/gp/profile/amzn1.account.AE2JYX2ZFN7N2ZDWJUA2IZRQ5AGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,1.0 out of 5 stars,These were stale chips. I have ordered chips from Amazon a few times and never had this problem. I won’t be ordering again.,Stale!,Flavor Name: Classic MixVerified Purchase,,
Sam B,/gp/profile/amzn1.account.AGF46HPUEEPTQ7M5ZHHDUCYGMM4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2019",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,1.0 out of 5 stars,"I received this box of 35 bags of chips for my children to take to school for snacks. I received the product on 8/15/19, the expiration date is 8/13/19. I should’ve read the other reviews, I would not have purchased.",Expired,Flavor Name: Classic MixVerified Purchase,,
Francisca Acosta,/gp/profile/amzn1.account.AHG4LOVGRKGIQYDG4TEZBINOHKPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 16, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,1.0 out of 5 stars,Just bought these received them in March.  They say eat before April 23.  They taste a little different.  I wouldn’t have purchased. I was hoping to save them  a little while due to the pandemic  I will have to donate them.  They all have to be eaten soon,Very close to expiration date.,Flavor Name: Classic MixVerified Purchase,,
Amazon Customer,/gp/profile/amzn1.account.AG6E2WQLL36QZQSM3KPIDYXA7BMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 14, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Good Variety,Great product,Flavor Name: Classic MixVerified Purchase,,
Maria,/gp/profile/amzn1.account.AFDGFLUJ2WLQAMH5L7LLDMIFYYUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Who doesn't like chips for a snack for guests.,Chips goes well with dip,Flavor Name: Classic MixVerified Purchase,,
suyeon,/gp/profile/amzn1.account.AENPYMMFFDVYUPTFVKFQBEKEMXCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 11, 2018",2,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,1.0 out of 5 stars,The products were expired alreday,Already expired snacks,Flavor Name: Classic MixVerified Purchase,3 people found this helpful,
Totellthetruth,/gp/profile/amzn1.account.AEFGERZOHBJJEWCBP3IJDKJQMRUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,2.0 out of 5 stars,"Expiration date of all of the individual products (thrown into a box) is November 6, 2018 one month shelf. Didn’t expect that !!",Attention to expiration dates..,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Michelle Lindsey,/gp/profile/amzn1.account.AFVUJSBI52TSK4HOTEGBATUN7ADA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 7, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Great value,Good buy,Flavor Name: Classic MixVerified Purchase,,
Kitty716,/gp/profile/amzn1.account.AFV4KVYZ4SA6BHZ5LHT735PLMADA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,4.0 out of 5 stars,good value and variety for the price.  they just seem really salty.,good value and variety,Flavor Name: Classic MixVerified Purchase,,
NWI,/gp/profile/amzn1.account.AEHW4QVIAP7NWG3O7IK2K2PTKXCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 11, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,2.0 out of 5 stars,"Delivered 7/2. Half the box had ""best by"" dates in June 2020.",Expired,Flavor Name: Classic MixVerified Purchase,,
Dee C.,/gp/profile/amzn1.account.AFB7GXDXA3QDLDWY73GGKDOH7WDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,4.0 out of 5 stars,"A nice mix but expensive, and the expiration date was a month after I received it.  Would not purchase again",Good,Flavor Name: Bold MixVerified Purchase,,
Anthony Chavez,/gp/profile/amzn1.account.AENOM6UJ6YVJ7A4RZKZ7HZECBUDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,"What can you say about a product like this?  When it comes to chips? lol. ""They tasted great! will recorded more of the same brand again.Thanks,Anthony C.",Flavor,Flavor Name: Classic MixVerified Purchase,,
LATOYA,/gp/profile/amzn1.account.AGPAZNR2SQG5KL7YDYIWSKQFF3QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,yum,yum thank u,Flavor Name: Classic MixVerified Purchase,,
NEATS PLACE,/gp/profile/amzn1.account.AGBFIQDH7PJHAKXZMHIXTLDDBSSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 20, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,4.0 out of 5 stars,The chips were stale. Sooo disappointed,Stale chips in the box,Flavor Name: Classic MixVerified Purchase,,
James Anderson,/gp/profile/amzn1.account.AF6GO7WNHEXNSV43HKA4JVMEFD7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 28, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,It was a great treat to send to the grandchildren,Perfect,Flavor Name: Classic MixVerified Purchase,,
J. Ji,/gp/profile/amzn1.account.AGKYOCNTR7CTT3PPXXL6IHSEZGVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,I love crunchy savory snacks and this did not disappoint. Fresh and delivered on time.,Great value,Flavor Name: Classic MixVerified Purchase,,
Jeannette C.,/gp/profile/amzn1.account.AG5YGYPPNXNB56LBBVYM5LRKY2QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,I was scared when I bought them because of the reviews. But the only thing is the will expire next month. Overall they are good and crunchy.,I recommend,Flavor Name: Classic MixVerified Purchase,,
Pax,/gp/profile/amzn1.account.AFMHL5MGI4WY7FSUTEKBHLWX3RZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,1.0 out of 5 stars,"You could see that the box had been opened as there was no tape on one side. When I counted the bags, there were only 34 instead of 35.",Opened box and one bag short!,Flavor Name: Classic MixVerified Purchase,,
Josh,/gp/profile/amzn1.account.AFS2ITOTMYFB6PVGGXOSFIYMKZ2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,1.0 out of 5 stars,Purchased these for a get together at an overseas military base. The flavor had faded from most of the chips I have tried. Disappointing at best.,"Received after the ""best by"" date",Flavor Name: Classic MixVerified Purchase,,
Fe,/gp/profile/amzn1.account.AH4DYE6P2JP6TWOA25ZCNEZMAHNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,4.0 out of 5 stars,Nice and fresh.,Nice to have variety,Flavor Name: Classic MixVerified Purchase,,
Kimberly Besso,/gp/profile/amzn1.account.AEQDH6UX45Z3734NG3XD375AFF2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,Low price great products!,Great,Flavor Name: Big Bag Flavor MixVerified Purchase,,
Jennifer Burdick,/gp/profile/amzn1.account.AGSR7IVIIQOSJMNR7OZDQWMAXIWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,Great product. Teenagers loved them,Larger bags the ones we got .,Flavor Name: Classic MixVerified Purchase,,
Peter Oneil,/gp/profile/amzn1.account.AE2UPXAWUIMJLK6C7PR2ZYHI2NFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,2.0 out of 5 stars,bags r very very small.,huh,Flavor Name: Classic MixVerified Purchase,,
Kenneth L Sanders,/gp/profile/amzn1.account.AHLG4FR2AYQ5MS4IBHW7CX5EPCRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,Very good. Thank you much.,Very good. Thank you much.,Flavor Name: Bold MixVerified Purchase,,
micah brown,/gp/profile/amzn1.account.AG322K5MI3GEQQJSJQHBF26CDVCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,1.0 out of 5 stars,"Stale, crushed, and had to be thrown away. Waste of money. Bags were less than a month from being expired.",Arrived stale and out of date,Flavor Name: Classic MixVerified Purchase,,
clara johnson,/gp/profile/amzn1.account.AFWQAHBGM6AFVMWTTCFGU5VAGJRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,Thanks,Thanks,Flavor Name: Classic MixVerified Purchase,,
James Chester,/gp/profile/amzn1.account.AEBDW2U25G43ZPMSQJQU4N35ZRGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,I love this every minute of it,Great Chips,Flavor Name: Big Bag Flavor MixVerified Purchase,,
Nichole Dailey,/gp/profile/amzn1.account.AGRGTRI7GJB5C6GYWELUW6EUICNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,Great price and fast shipping,Yummy,Flavor Name: Classic MixVerified Purchase,,
Rvcmajors,/gp/profile/amzn1.account.AEZPM47TZN6YJPXABJSTFEYX7BEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,4.0 out of 5 stars,The chips were fine but I'm a little upset that the chips expire two weeks after they were delivered.,Standard Chips,Flavor Name: Classic MixVerified Purchase,,
TW,/gp/profile/amzn1.account.AEDOK3LKZHJA7DL5BXM575VCGOXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,"Great value, and very convenient.",Delicious,Flavor Name: Classic MixVerified Purchase,,
brooke,/gp/profile/amzn1.account.AEOF7YY25FRTJAHWIBRILLNKFPOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,2.0 out of 5 stars,Very short expiration date.  Can get fresher elsewhere,Short expiration date,Flavor Name: Classic MixVerified Purchase,,
Amazon Customer,/gp/profile/amzn1.account.AEHTQPFQJDI4EWRXBW5NLZDJYZ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,Perfect for school snacks . Ours always come within a month of expiring so be careful .,Good but to close to expiration,Flavor Name: Classic MixVerified Purchase,,
SavageInk,/gp/profile/amzn1.account.AHC4BKIQNCRG6DZGBTV6JS6WHZRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,3.0 out of 5 stars,All of the chips had no air in them and were crushed. Will not buy again.,Crushed chips,Flavor Name: Classic MixVerified Purchase,,
Ryan Coburn,/gp/profile/amzn1.account.AG6WZATM27WOFLQY4435O3P52SWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,Kids love um,Great,Flavor Name: Classic MixVerified Purchase,,
Bargain Finder,/gp/profile/amzn1.account.AGJONZQFQC5U5Z6MO2YU3DAYRWJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,2.0 out of 5 stars,Bought this twice. These were kind of stale.,Kind of stale,Flavor Name: Classic MixVerified Purchase,,
Nahla,/gp/profile/amzn1.account.AGMC5YVG6XT6ULQCAZ4DR4TCT7ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,My kids love it 😍,Mmm so good,Flavor Name: Classic MixVerified Purchase,,
Jeffrey A. Crawford,/gp/profile/amzn1.account.AHZDD7NGJLTQHMJGRRUGENO5KOEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,2.0 out of 5 stars,The last 3 boxes of this I've ordered all have the same sell by date. This latest one is now just 3 weeks before expiration. I'm not going to keep buying stale chips.,Watch sell by dates on this stuff,Flavor Name: Classic MixVerified Purchase,,
shante,/gp/profile/amzn1.account.AFBIEUO4K2YSTA3POYNZBFYUMPYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,The mixture of choices is best delivered to your door.,Mix n chips,Flavor Name: Classic MixVerified Purchase,,
:),/gp/profile/amzn1.account.AHCEKDZWVKW45SGMTDNA3MTYXA4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,1.0 out of 5 stars,"This product was delivered Later than predicted on July 9, 2020 and the use by date was July 14, 2020. If you are going to eat 40 bags of chips in 5 days then would recommend it, otherwise, AVOID! It is not less expensive than the store and I will buy from there from now on.",Almost expired!,Flavor Name: Classic MixVerified Purchase,,
