author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,helpful_votes,total_review,visibility_status,ranking
Steven S. Kelly,/gp/profile/amzn1.account.AH5CS2MIDIJXF73I55U5EMN4E6UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I play every day. This is a great app. The different challenges and levels are always compelling. It's fun for all ages!,too much fun!,Verified Purchase,,,,32,23,Public,82588432
Fluff1962@Gmail,/gp/profile/amzn1.account.AFOBGQZ7CF4A3CGYCF43DNZWGO7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 19, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I was so excited to finally get this on my kindle. It was a long time coming. Love it. Can't stop playing .,at last,Verified Purchase,,,,102,39,Public,652986
susan ivey,/gp/profile/amzn1.account.AHOSG37J4T53K43AUVHWNVD3E4CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I love it except for being stuck waiting to get unlocked for next level.  just dont have enough friends to help,crazy fun,Verified Purchase,,,,28,33,Public,2761702
Amazon Customer,/gp/profile/amzn1.account.AFBGGWA4QV7TQAVICYM4G3XY6GLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 5, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,It's addictive but challenging!  I really enjoy playing.,I really enjoy playing.,Verified Purchase,,,,12,53,Public,3327281
Renee R. Strom,/gp/profile/amzn1.account.AHA46AZXGOZVXKSEEQCYA6B4C6JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 18, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,I haven't been this addicted to a game in a long time!  Starts out easy but as the levels progress it gets more challenging.  I forget to breath while Im playing it... its that good!,Addicted!,Verified Purchase,,,,2,10,Public,54727363
Ken,/gp/profile/amzn1.account.AH6LNGXZ7OMOCHKL3AHMUDCZV3IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Really fun game!I got my sister to play this game too! We both like to chat and discuss. what level we are on.,crush master,Verified Purchase,,,,16,20,Public,29052498
Kasey,/gp/profile/amzn1.account.AGL36IFTT66EOHF6ENHFHO2LAUQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,I used to always have to steal my sister's phone to play this game. (With permission) now I enjoy it o n my kindle!,i love this game,Verified Purchase,,,,9,23,Public,21483576
Glenice,/gp/profile/amzn1.account.AHN5NAKAJXICEGABUVZNKECRSKIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,4.0 out of 5 stars,"Fun, frustrating, waste of time, mind numbing, more fun than the jewel swap game. They force you to stop with limited # of tries for a time limit. You don't have to spend $$ to play either. Love or leave it.",Just won't give up,Verified Purchase,One person found this helpful,,,9,6,Public,21080545
Kelly E Edwards,/gp/profile/amzn1.account.AE4US7Y4MJ4EZTRVTEVWJLAVFYMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,4.0 out of 5 stars,"Excellent game! Fun to play and involves some problem solving and reasoning skills. Just disappointed that sometimes you feel like you have to purchase boosters. I do, however, think the idea of the free wheel spin each day is a great solution to that!",Crushing fun!,Verified Purchase,3 people found this helpful,,,4,7,Public,44293044
Joli,/gp/profile/amzn1.account.AE47JC7W2LUIP45LJIGFLNE6ECXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Did not order this!,Five Stars,Verified Purchase,,,,8,79,Public,5011664
anonymous,/gp/profile/amzn1.account.AHOIIJO2KEDUM63YFFQDAKYGZYBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,4.0 out of 5 stars,It's fine but when you press play after playing a note says that you have no lives left I think they should put it before the play button so your not so disappointed.,good but,Verified Purchase,2 people found this helpful,,,27,13,Public,47848227
iris13,/gp/profile/amzn1.account.AHCVMUMY6J4EWZCMYW3KNCXF3W7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,love it love itreally hooked on candy crush saga. how is this happening to me?  can't stop playing this game,totally k e w l,Verified Purchase,,,,28,30,Public,2303640
Laura J. Morris,/gp/profile/amzn1.account.AFU5XZAMHJTNUAPTPZ3VZIWZ3DZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 31, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"I'm so happy that you finally got it :)Waited a long time for this !!!!It's great to be able to finally play it on my Kindle....Thanks for adding ""Candy Crush""Laura","Thanks for adding ""Candy Crush""",Verified Purchase,,,,0,8,Public,48921243
YOLANDA B. Hawkins,/gp/profile/amzn1.account.AHTSTOM4VX5GGUVY25PV5NQUTDWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,like it,Five Stars,Verified Purchase,,,,7,81,Public,82698656
Friedagirl22,/gp/profile/amzn1.account.AFI5DDVOHVRMEABFGEGA3HWVPLMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 17, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,cute game,Four Stars,Verified Purchase,,,,22,61,Public,83494604
Rose,/gp/profile/amzn1.account.AHX7KH2S7S4BKOPBMEBITCSCFTKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,3.0 out of 5 stars,I don't like that I have to start over from level one when  I am at level 79 on my laptop.,Candy crush,Verified Purchase,,,,4,20,Public,52814494
Grandma Red,/gp/profile/amzn1.account.AHFL5MWP3HT3I7B3YQTSCWNEZ3RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 12, 2017",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,This a great game for all ages and skills.,Five Stars,Verified Purchase,4 people found this helpful,,,12,36,Public,5327250
J Downer,/gp/profile/amzn1.account.AHCE2H3MLEB3OBTQQJWZZDU5NO4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 20, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,3.0 out of 5 stars,"Arrived as advertised, packed properly.",Three Stars,Verified Purchase,,,,74,183,Public,2215971
Judith,/gp/profile/amzn1.account.AHTPWST75DIU6EVAWDORB4CYXNPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,2.0 out of 5 stars,Too confusing!,Two Stars,Verified Purchase,,,,92,162,Public,9413688
Tom,/gp/profile/amzn1.account.AEMIBF6B5Z7D4CJSLXBMF7IBNI4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Addicting,Five Stars,Verified Purchase,,,,27,35,Public,53518579
Tellie Williams,/gp/profile/amzn1.account.AGA6OBEQPYZCHPDOOLWGJ2R7CRAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,"LOVE LOVE LOVE this app. Very pleased it is on kindle.. Absolutely Great... but would like upgrade to include ""wheel of goodies"".  THANKS KING.COM",Great...but,Verified Purchase,,,,14,19,Public,3590482
Theresa Thompson,/gp/profile/amzn1.account.AFVKWT75QHHYMXMDSRRDZXTG54MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 28, 2017",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,I love those little candys.  Then just when you get good things switch up. Always something new.,Addictive,Verified Purchase,,,,4,14,Public,48977898
Linda,/gp/profile/amzn1.account.AHOVOPZYFAAAGJIQULPMBWZLLP3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,Candy crush is challenging and easy to play.  The difficulty changes at each level making it fun to play. It is fun to play with friends and to see who is at a higher level.,Candy Crush can be easy one on level and very challenging on the next level.,Verified Purchase,,,,20,24,Public,919064
Richard S. Ross,/gp/profile/amzn1.account.AFCM6GUMJ7LD7N5TCAI3Y3P46PEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Great game love it better than my handCan't stop won't stop need it all the time I left 've t th is game now give me my bonus,good better than sex if u don't have sex,Verified Purchase,One person found this helpful,,,9,7,Public,13236042
suswra,/gp/profile/amzn1.account.AFHZXEW3XNHOPXLY4CPNRPKMCAVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"This game is great, gives me something to do while waiting.  Love how you don't have to bother your friends at every step",crack,Verified Purchase,,,,6,24,Public,7047684
Rosalyn Neely,/gp/profile/amzn1.account.AHY4NKG5ZWPWOG7P46IKJ6UMWNXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Great game I play it every morning. Have to make myself stop to do housework.,Addicted,Verified Purchase,,,,15,17,Public,39374787
SueinPA,/gp/profile/amzn1.account.AHHSC37P2R3HRYAF5ZBEBX3PMLXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,4.0 out of 5 stars,Fun and challenging. I was so glad it finally became available on the kindle. Wish it didn't take so long to get more lives.,addictive!,Verified Purchase,,,,19,29,Public,2082942
Kathleen Bodisch Lynch,/gp/profile/amzn1.account.AEOYDD65UYQB47HWALUVCGM27TPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"I like match 3 type games and this one has consistently entertained me.  It has a nice mix of difficult and easy levels all throughout the game. I also like the free boosters that are given every so often.  For someone who tends to spend too much time playing games, this has a self-limiting feature in that you only get five lives at a time.  Overall, a fun experience.",just the right amount of challenge,Verified Purchase,2 people found this helpful,,,113,70,Public,811327
Margie R. Paget,/gp/profile/amzn1.account.AHAS2JMQ3KRAKGIKXPAJ62YU3XHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 25, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,3.0 out of 5 stars,I love playing the game but I do not like to have to wait 30 minutes while my lives build back up.,Let Me Play,Verified Purchase,,,,17,17,Public,82637598
Jordan,/gp/profile/amzn1.account.AHBCGUQZZNSA5MON44J2PWJ3PPVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Awesome game!,Great!,Verified Purchase,,,,7,21,Public,21288573
Paula Eddowes,/gp/profile/amzn1.account.AEZA5LYFYBGWCCMCBXCO5Y4LJWHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"Very fun just wish I could play longer, and you got a few more lives quicker.  All and all I am hooked!  Better than any other matching game out there.",having fun yet - YES,Verified Purchase,,,,7,16,Public,82686725
Jason R,/gp/profile/amzn1.account.AG24ZH7YECX4YHRFMS7NFQ3SPOMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,4.0 out of 5 stars,It alright it fun for puzzle game,Four Stars,Verified Purchase,,,,6,22,Public,14138760
Noelia González,/gp/profile/amzn1.account.AGYI3LDOXUHWQFDLBYD2K3J6GBNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Entertaining,Great,Verified Purchase,,,,70,159,Public,82844852
kateAlex,/gp/profile/amzn1.account.AEAG77G2V66PJ4FPAKIZUKLKWRXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 15, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,3.0 out of 5 stars,Enjoy playing the game especially since can play without making any purchases.  A free game should be free.,good game,Verified Purchase,,,,9,18,Public,26881662
GMR,/gp/profile/amzn1.account.AHLOV3HFGPWU3FO27MIUUZUO57HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 3, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,this game is awesome. my relative is addicted to it. awesome buy it awesome awesome awesome. cool cool cool awesome sweet awesome,awesome,Verified Purchase,One person found this helpful,,,,,,15409373
Robin,/gp/profile/amzn1.account.AERBICZMWEH5ABL7XCUDR6GTYMQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Keep us up all nite long and day fun. Keeps Mr so  so so  so so busy busy busy Love it soooooooo much.......Hello,Oh yea,Verified Purchase,One person found this helpful,,,10,22,Public,24941636
C. Rugg,/gp/profile/amzn1.account.AGAS4UAEOVHXEFSTJEEML32NHE4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,A challenging and addictive game! Many levels to work up too! Great for those people that love to be busy.,Candy CrushGame,Verified Purchase,One person found this helpful,,,24,29,Public,13842566
lovepucks,/gp/profile/amzn1.account.AEXI5W3YB3TGOKAPHFOW2VTS2UXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,4.0 out of 5 stars,"i love this game it's entertaining and requires strategy. only thing I dislike is how you're almoat forced to pay for lives and to pass levels and I refuse to pay for a ""free game"" but I love it! very entertaining and pretty much everyone I know plays.",i love it vut i hate how they basically are forcing u to pay to pass levels,Verified Purchase,,,,0,4,Public,67661249
Granny,/gp/profile/amzn1.account.AEXMHNNSBNDE22GL52NTQ4XD2OXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Very addictive game and fun to play.  Looks way too easy but those chocolate blocks are a dreaded monster!!!  Not as easy as it first looks.,Addiction?  Yes!,Verified Purchase,,,,7,16,Public,14385102
CC,/gp/profile/amzn1.account.AF6RN7GURHDE6ARV5WJWYX55JRWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Love this game.  It's fun!,Five Stars,Verified Purchase,,,,12,47,Public,4886636
dool,/gp/profile/amzn1.account.AEBQLLIA4QOUEVOQ5M25X2CQJBMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,4.0 out of 5 stars,"this game is fun, frustrating but fun. i challenge myself to make 3 stars for each board. it takes time sometimes. others go faster. i love that i can play NOT attached to facebook. i think you will enjoy this game.",sweet tooth beware,Verified Purchase,2 people found this helpful,,,4,10,Public,49406420
Christy,/gp/profile/amzn1.account.AHQ7URONCNJUNAUOYGGXUDX5UP6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,I love this game.,Five Stars,Verified Purchase,,,,91,205,Public,1568502
