author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Zgina,/gp/profile/amzn1.account.AF3FC46HGCORJZ2BEMUI3KXDV3HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 21, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"If you love to speed, this game is for you. There are a variety of stages to choose from when you've earned enough coins as well as a variety of vehicles to pick from; nevertheless, there are times when your driver has an accident and you feel some kind of way when you see how his neck and face are affected as the result of the accident.I personally, enjoy this game and now my 4 year old grandson plays it also and many times we sit together with our own tablets and spend time laughing and yelling about making it to the top of hills or running out of fuel! This game is recommended for family game play.",Poor driver...,Verified Purchase,5 people found this helpful,,29,19,48559643,Public
Arie Farnam,/gp/profile/amzn1.account.AEU3FF2QN5LHF3JELYPUCFFZNP7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"This game is WAY cooler than I expected. It is perfect for preschoolers who are stuck in some waiting room or on a plane. It isn't really educational except for learning fine computer coordination skills but it does get kids to learn about moderating speed. I won't let my kids play brainless games all the time, but this is a great one to have on hand for those moments when they have to be stuck in one place for awhile. Girls and boys both love it.",It is perfect for preschoolers who are stuck in some waiting room ...,Verified Purchase,31 people found this helpful,,761,215,389579,Public
Judy L. Lavell,/gp/profile/amzn1.account.AFZOCZCJDCFPI4ZF7ACCJ42TCK5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"This game is simple and challenging at the same time. It keeps me coming back, instead of wanting to quit as I have other games I just couldn't master.",fun!,Verified Purchase,One person found this helpful,,52,44,16763609,Public
Ira Anthony Bube,/gp/profile/amzn1.account.AHEFB7TKRNVM7T4VSM4TVYYFYRIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 25, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,"This is a fun racing application that is fun to play.  It is an addicting type of game.  However, it would be more better if there would be additional tracks to be developed to create more fun with this application.",Fun Racing Times,Verified Purchase,,,38,51,14202239,Public
betty,/gp/profile/amzn1.account.AFC7MAVQDGKUMN6OS22W4MJGNDBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,"This game is so much fun! I have unlocked the dessert and motorcross bike and monster truck. This is one of the most fun games I have ever played! AND IT IS TOTALLY FREE!!!!!!!!!!! It is very addicting because you want to get coins to get more vehicles and stages. Also you want to beat your highest score. I absolutely love this game. And that is why is I rate this five stars. I would rate it one million thousand stars if I could. GET IT BEFORE IT COSTS MONEY!Scincerly,Jasmine, Top Game Rater!",FULL OF AWESOMENESS AND FUN AND ADDICTINGNESS!,Verified Purchase,6 people found this helpful,,175,26,4954810,Public
Amazon Customer,/gp/profile/amzn1.account.AEX72EY7JPKKZ4ZNB2EFP5QLX3KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Love this game!,Five Stars,Verified Purchase,,,78,84,1613964,Public
BanjoCG,/gp/profile/amzn1.account.AGCIDJCQKYLYTYDHPJOGLNMIFSTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,"I loved this stupid game! Drove and drove till I just had to go to sleep. Pretty mindless game, but that is why I picked it.",four wheelin' freetime.,Verified Purchase,One person found this helpful,,185,129,709050,Public
Jaslyn Hillery,/gp/profile/amzn1.account.AHKHJQTE3CSQFD5455VJ5PWTMZTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,I luv this game but it got boring really quickly and i would problaby recommend it to others :),Four Stars,Verified Purchase,,,182,68,83303735,Public
debbie landis,/gp/profile/amzn1.account.AHBPA4RIPRKVX2Z56MA3DM2HXJYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,I never dreamed this game would be such a great challenge.  I am still learning how to go with speed. Try flipping.through the air. Such an all-in-one fun game.,Can You try to play this!,Verified Purchase,,,86,53,57070688,Public
Just the Fax,/gp/profile/amzn1.account.AH7SUZDNC7LDKMXOWURZSRCB4FNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,3.0 out of 5 stars,"Kind of fun to waste a few minutes on the firestick.  Mindless fun is good, sometimes.",Pretty cool,Verified Purchase,One person found this helpful,,125,111,1075853,Public
Sarah Perkins,/gp/profile/amzn1.account.AGP53OIVCNQ7STHR5GXTVS7AELNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,"I LOVE THIS GAME! OMG! I am hooked, can't stop playing and having fun. A major necessary download. Get it. What are you waiting for? Really, get this game!",What a Blast!!!,Verified Purchase,One person found this helpful,,32,15,23733101,Public
Snoball,/gp/profile/amzn1.account.AEHRDYD557PHHIYS7IRNZZRE4NFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,"Once I figure out how to play the game, I think it will be fun",Crash...oops,Verified Purchase,2 people found this helpful,,4,14,18658951,Public
R. Fehrenbach,/gp/profile/amzn1.account.AGQCJHDKAMBFGRES22R53O4MPJEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,"This is one of those games that you can just start and go to town. Haven't had it long, but I have thoroughly enjoyed playing. Hard to put it down.",Easy & Fun to play,Verified Purchase,,,44,64,4092016,Public
Missy,/gp/profile/amzn1.account.AESHESNY5LFWW3U7SNOHVP7E5XRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,"At first we weren't sure what to expect when we got this app while trying to kill time, needless to say we have literally not stopped playing ! Sooooo addictive. Even our 5 year old is playing it now.  Sure we were a little frustrated the first few times because what you can't do is jump right in and win on the first shot, which is what makes this soooo addicting. You have to make upgrades to different parts of your vehicle, which enables you to better control it given the different situations and environments. And to be completely honest there is some silliness that happens when you hear that ""snap"" of your drivers neck!  I can't believe how hard we all laugh when that happens. The best part is it's FREE ! Give it a shot!",Break Neck Addictive!!,Verified Purchase,4 people found this helpful,,5,4,61909147,Public
clay282,/gp/profile/amzn1.account.AFLEDJQ4Q7G62H2PVNPL45U2RYFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,4.0 out of 5 stars,Good time waster.,"Free game, basic fun.",Verified Purchase,,,1258,288,24013,Public
c.robinson,/gp/profile/amzn1.account.AEJJZPGMM72L4WBTJKZ46UOQOPWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,"I can play this game for hours upon hours upon hours.ive NEVER ever spent money on in app purchases until this game... I bet ive spent close to $200 on coins..n ill continue to as long as this ga.e is on both. my phones.n both my tablets... ive been told I may have a ""problem"". I love this game.. Don't judge Me.",love da super deisel,Verified Purchase,4 people found this helpful,,5,4,57733427,Public
tazzman,/gp/profile/amzn1.account.AH6G3HQZUZZ42SNJEYUPD7HVJFPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,2.0 out of 5 stars,The game does not have any real explanations and stopped working on my device. It is frustrating and I glad it was free. I tried to reload it through the apps program and it will not reload.,not that great,Verified Purchase,,,62,100,1694643,Public
Venya Americanul,/gp/profile/amzn1.account.AGOWDAP4FVQVRUJQFSFGCEZO72HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 26, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,I like to play this game during short waiting periods. It's easy to pause and come back to later.,Great mini game!,Verified Purchase,,,21,23,10945563,Public
Bert,/gp/profile/amzn1.account.AENHKRUDLMRV7JU2WIYH3QNHMFFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,3.0 out of 5 stars,Hill Climb Racing lodgic. Tires have enough traction to allow vehicle to do a wheel stand but cant have a 4x4 vehicle climb a flat grassy hill.,Great Game BUT!!!,Verified Purchase,One person found this helpful,,389,179,496156,Public
Lenka,/gp/profile/amzn1.account.AEMCAF4SPPRTRA32FME5MBMD3OKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,Get the hippie van. It's groovy.,Addictive and fun.,Verified Purchase,,,821,334,125205,Public
nowhereman,/gp/profile/amzn1.account.AHJYZBT7P3AGI3JGGWO2XPM4YSNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,"Love it,simular to hill racing only a little better,more stages to completegraphics good and works great on the kindle fire hd found no problems with itat all. I recommend this,check it out!!!",GREAT GAME,Verified Purchase,,,3832,155,514515,Public
Becca,/gp/profile/amzn1.account.AELNLZNOHU7O4EJUQSAYLC5O6BSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,4.0 out of 5 stars,This game is really good and a great way to pass time. I play it all the time and I recommend it for younger boys who can't find an interesting game. Get this game while it's still free!!!,number one!!!,Verified Purchase,,,482,37,10035210,Public
fantasy,/gp/profile/amzn1.account.AH7ZFQLIWZPUDP46RGMUF6CSQLDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,the game is really fun to play its good for adults and kids its just a supernfun game I could play it for days,its a great game,Verified Purchase,,,29,42,22875354,Public
DonnaG,/gp/profile/amzn1.account.AEO4QBLNBZVHWWKDQ5NVA3DDMASA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 13, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,I have been playing a few days now and love this game. It does take skill to get through the levels but it's so much fun. Certainly glad I downloaded this one and it's free.,Addicting!,Verified Purchase,One person found this helpful,,66,76,54622515,Public
James Schroll,/gp/profile/amzn1.account.AGIABY27YEYQTFG3J4AHU2XKLIAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 14, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,keeps the Kids out of my hair.,Five Stars,Verified Purchase,4 people found this helpful,,43,182,4892490,Public
LoudMouthStankinWoah😉✌🏽🌻🐝☺️757,/gp/profile/amzn1.account.AHYR3OHSAC6TNEEKYU4DDX3GUFGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 5, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,Keeps my kids out of trouble.,I even play it some times.,Verified Purchase,5 people found this helpful,,47,112,1476910,Public
Elisa Kiger,/gp/profile/amzn1.account.AGX4PEPQRT5NVZZJBF5EUHI2OJAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 23, 2020",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,My grandchildren love this game.,Grandkids,Verified Purchase,5 people found this helpful,,9,22,7724978,Public
Alli O,/gp/profile/amzn1.account.AHUU6JKSAMN7FPPYLBWC5HWRPK3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,really great game I would get it if I were you super fun just let me give you a trick don't press gas when there are no mountains. but when there are mountains use gas got high score when did that,challenging game,Verified Purchase,One person found this helpful,,89,74,3264911,Public
S. Block,/gp/profile/amzn1.account.AELPD27C2DRQWLVXN4MLT4GOA6MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,4.0 out of 5 stars,"This is a fun little game if you like moving things on a screen.  I got bored fast, but I am a more puzzle oriented person.  I will play it now and then, but didn't find it addicting.",Fun little game,Verified Purchase,,,1060,624,30228,Public
JWal1025,/gp/profile/amzn1.account.AGBZKKKQDD6MSIORMMTU2F4MAS3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,Fun game for all age my kids as well as my husband can not get enough of it,wonderful game!,Verified Purchase,,,341,180,1433808,Public
hugegunz911,/gp/profile/amzn1.account.AGS2AMCXDHLOXH7IRF6A3CAOOJSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,3.0 out of 5 stars,Older game. Will not reorder.,It's ok.,Verified Purchase,,,13,82,8766997,Public
Amazon Customer,/gp/profile/amzn1.account.AHOJVWR5AO36O5L2ELXCUBNIC53Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 7, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"I love this game! My son enjoys it as well. Never a problem with running it. You don't run out of turns and then have to wait so many minutes to build up your ""lives"". It's also easy to earn coins to upgrade your vehicle and get new stages/vehicles.  Love it love it.",Best App I've played and I'm not a big game player!,Verified Purchase,One person found this helpful,,3,10,44552847,Public
Pierre,/gp/profile/amzn1.account.AFRX6XJCAGMWUMOPEXVKZVH7MYUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 21, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,4.0 out of 5 stars,It’s a lot of fun and can become addictive,A lot of fun,Verified Purchase,,,51,62,2917305,Public
Cherry L. Crayton,/gp/profile/amzn1.account.AF3IBPVC7O54XVECXMAYEZITIRKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"I love this game it is very fun and cool to play and you should play it sometime. As him mom this game is actually really fun, I didn't think it would be but I'm glad to say I'm wrong. If you a fun cheap (free) game this is it.",kid approved ( rating by an 11yr old),Verified Purchase,,,29,35,7782001,Public
