author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,total_review,helpful_votes
Jenna West,/gp/profile/amzn1.account.AHD5IGIJY7VGDVIGLDAI3QWL7HOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 9, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,5.0 out of 5 stars,"Holds a charge for a long time. I used it to charge my phone, my wife's, and a friends' while we were at Disney and it only went down 1/4 on the meter. It charged the phones quickly. The only possible con is the weight, probably best to carry it inside a small bag. I carried it once in my back pocket and it wasn't too bad.",probably best to carry it inside a small bag,Color: BlackVerified Purchase,,,,
Nesanet S.,/gp/profile/amzn1.account.AFRKEU2E4UAK6UBKB3TUFDWTJF7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,5.0 out of 5 stars,I only have used it for 2 days but the battery life of this thing is incredible how many things can I charge before runs out of battery... For now is awsome... Will be back if something change..,Long lasting battery,Color: BlackVerified Purchase,,,,
Fr. Michael J. Denk,/gp/profile/amzn1.account.AGJGZCJVURKP4DOCDXIF4IJX26WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2018",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,1.0 out of 5 stars,This thing is a brick!  big and heavy,One Star,Color: BlackVerified Purchase,,,,
FrancesP,/gp/profile/amzn1.account.AE5XCB74AB4K4TF7CMFNWK6VX4EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 28, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,5.0 out of 5 stars,"awesome product, helped throughout Hurricane Irma. Highly recommend!",Five Stars,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AFVUEKGMGIPCCACYE4HPDV7XKDKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2018",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,1.0 out of 5 stars,I was so excited to try this charger because I heard so many great things. In fact we ordered two. Within a month I’d say it won’t eveb charge up past one bar. So disappointed.,Not charging,Color: BlackVerified Purchase,2 people found this helpful,,,
Capt. Kevin Price,/gp/profile/amzn1.account.AELJYHYMZCIIXM5OTKUOFJIHQSPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,5.0 out of 5 stars,"I enjoy section hiking the Appalachian Trail and this goes with me.  While you can get the small ones, I like this one due to the number of charges it gives me during my hikes.  I would highly recommend not only to hikers but also as an emergency backup for those times you might lose power.",Great Product!,Color: BlackVerified Purchase,,,,
Jeromy609,/gp/profile/amzn1.account.AFTJJV3ATYEWG7MUTWLUQEQA5F7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 26, 2016",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,5.0 out of 5 stars,"Really great item. I've used it dozens of times since getting it a week ago to charge My galaxy note 4 and my wife's galaxy S5 sometimes at the same time. Charge is surprisingly quick and the amount of power it holds is mind blowing. Would definitely recommend this item to everyone that I've ever known ever. Anker never fails,",Amazing,Color: BlackVerified Purchase,,,,
MMailloux,/gp/profile/amzn1.account.AEVHQNLOZEUNK534CJ4WOWTDFNWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,5.0 out of 5 stars,Used it a few times now and it has performed as advertised.  Very happy with the purchase so far!,Great for trips,Color: BlackVerified Purchase,,,,
SarahLee,/gp/profile/amzn1.account.AFNTZN5SFHYMYC6F5PESISBBKUWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,5.0 out of 5 stars,Kept a charge on 2 Samsung smarphones and 2 e-cigarettes for 4 days in the BWCA. So glad we ordered this last minute!,Does not disappoint.,Color: BlackVerified Purchase,,,,
LeEram,/gp/profile/amzn1.account.AEIVBPRGE2QBJUGTBQMIC6FFNERQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 27, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,5.0 out of 5 stars,"I don't know why I didn't get one sooner!! My car barely charges my phone. Slow as a slug. This, in less then 1/2 my phone is charged!I highly recommend this! Understand it takes about a day to fully charge this item, but worth it. It holds its charge for a long time till you drain it!",Excellent!!,Color: BlackVerified Purchase,,,,
Michielu Menning,/gp/profile/amzn1.account.AGAZ6TXRY7FJO63P67EKVRJDT62Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,5.0 out of 5 stars,Charges fast! I'm starting to prefer charging my phone with this than the block charger my phone came with.,Great product,Color: BlackVerified Purchase,,,,
GEORGE H.,/gp/profile/amzn1.account.AEH37MN45XSNKOTTOFVRZCI72HLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 19, 2015",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,5.0 out of 5 stars,"Excellent product, went to Italy for 10 days charged anker before leaving was able to charge phone multiple times and IPad twice with power to spare Great deal for the price",Excellent,Color: BlackVerified Purchase,,,,
Laurie White,/gp/profile/amzn1.account.AGEEO6ZKOTA2XYTEDSQWJCB4UT3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2019",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews,3.0 out of 5 stars,The only real problem is it stops charging for no apparent reason,Why does it stop charging?,Color: BlackVerified Purchase,One person found this helpful,,,
bill wayne,/gp/profile/amzn1.account.AFETJ2JDUJQW5QORSQT7NPEM22QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,5.0 out of 5 stars,Great full of power,Worth the price,Color: BlackVerified Purchase,,,,
thatguywiththatpenname,/gp/profile/amzn1.account.AGCGJKCPTOVJ2EWKER2FLWHNH7TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 27, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,5.0 out of 5 stars,"I swear by all Anker battery packs, often I bring them on overseas flights and it provides MANY charges for my phone, as well as when I arrive. This is no exception, really a good charger.",really a good charger.,Color: BlackVerified Purchase,,,,
stylo4444,/gp/profile/amzn1.account.AEUSFBBQFKU6GWDPFCUUU6FXJN2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 9, 2015",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,5.0 out of 5 stars,"It's not the lightest portable charger that's for sure, but I have used it a 3 times now with an iPhone 6 Plus recharging from 20% to full and still slightly more than half the tank is left in this 20000mAh beast from Anker!!  It also charges faster than other portable chargers, and I've seen this from all Anker devices that I've been using for the last six months.  This brand knows power and I'm extremely satisfied with this latest product.",Wow!,Color: BlackVerified Purchase,,,,
Richie Atiles,/gp/profile/amzn1.account.AGCCIN5FFDVX7IRZPJKZCSGTUTOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2019",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,2.0 out of 5 stars,After two weeks of having the portable charger it stopped working.,Unhappy,Color: BlackVerified Purchase,One person found this helpful,,,
Not Often Reviewed,/gp/profile/amzn1.account.AF4XZ3XN5GURAR6AD3WZLDVT2GYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2019",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,3.0 out of 5 stars,Only charges for a few minutes before shutting off. It charges quickly in those few minutes but it's irritating to constantly check and make sure that it's still turned on.,Charged but only for a little while,Color: BlackVerified Purchase,,,,
B. Lantz,/gp/profile/amzn1.account.AFSUKADQ53UY5LWFMWK475JGQF5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 20, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,5.0 out of 5 stars,Great company that make the best quality technology products. This charge is no less than the best. Keeps my phone charge for days. A+++,If you want the best buy Anker!!!,Color: BlackVerified Purchase,,,,
Jonathan Mitchell,/gp/profile/amzn1.account.AGPSWCZMY3HH3LTFZFXJMPYOEAXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 25, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,5.0 out of 5 stars,Its awesome and does as it should. I was just bummed because a week after i got it the new model came out with faster charging. Oh well,Its awesome and does as it should,Color: BlackVerified Purchase,,,,
Fredrik Badali,/gp/profile/amzn1.account.AHWLB7PPOU2QYUENALJZO3ALIRXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,5.0 out of 5 stars,I contacted ANKER because my portable charger was not charging my device properly. They responded to me within 24 hours and offered to replace it due to it being within the 18 month warranty period. ANKER is amazing for backing their products and living up to their claims. Thank you ANKER!,INCREDIBLE CUSTOMER SERVICE + WARRANTY,Color: BlackVerified Purchase,,,,
Chris Chan,/gp/profile/amzn1.account.AF5CNIKDLE4OWVLOH3JYSN7OW4CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2017",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,3.0 out of 5 stars,Mine didn’t come with the mini usb to charge the unit.It came with a usb extender. Completely useless,Completely useless,Color: BlackVerified Purchase,,,,
Doug Yancey,/gp/profile/amzn1.account.AHLYUKZB4GW2SDMBKHXZD7NEIJAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&pageNumber=490&reviewerType=all_reviews,5.0 out of 5 stars,Used this to charge my cell phone each day while at camp.  I got about 7 full charges from this before having to charge this pack.  I wish it had come with a wall charger but I had some extras anyway.  Great device!,Great Pack,Color: BlackVerified Purchase,,,,
Kelli J Kopp,/gp/profile/amzn1.account.AFY3YTLVXDG3TUH35UQQAFR4R7EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2018",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,2.0 out of 5 stars,"I purchased this for the slim design and thought it would be perfect for my purse, which it was, and that is why I’m giving it 2 stars. Problem is, I only get maybe 3 charges before it dies. Would not purchase again.",You will only get maybe 3 charges before battery pack needs a charge.,Color: BlackVerified Purchase,One person found this helpful,,,
Amazon Customer,/gp/profile/amzn1.account.AHDY4GNU3O6ZIODM2OKCFNH6DREQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,5.0 out of 5 stars,Exactly what I was looking for. Easy to pack and use.,Great buy!,Color: RedVerified Purchase,,,,
ONe ale,/gp/profile/amzn1.account.AGCTEOHB6GEPFYPLNCQIEQK57GJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,5.0 out of 5 stars,Powerful and handy,Small and handy,Color: BlackVerified Purchase,,,,
Brian,/gp/profile/amzn1.account.AG4NFSOP7VURSJX2BUXR6KJ37AZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 24, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,5.0 out of 5 stars,"2 años de uso, nunca me ha defraudado, excelente producto. Recomendable.",Excelente producto,Color: BlackVerified Purchase,,,,
Matty,/gp/profile/amzn1.account.AFYHWZWVSKP6S4VRJVP3AMCRBQIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,5.0 out of 5 stars,The best charger Ever! Charges faster than using a wall outlet.,Five Stars,Color: BlackVerified Purchase,,,,
Sie S.,/gp/profile/amzn1.account.AHI6XLYF5HO3JW4ATVO6AACRPB7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 7, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,5.0 out of 5 stars,"Excellent, durable and charge one time can use for long time.",Recommend to have one in your car,Color: BlackVerified Purchase,,,,
floridagirl,/gp/profile/amzn1.account.AHWGDJHXEHILWJGAV3FDPJO6BFWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 20, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,5.0 out of 5 stars,"Charges my iphone 7+ 8 times over, charges my Nintendo switch nearly 4 times over. Amazing capacity and even more impressive output (4.8 amps) Cannot beat this product, especially in this price range",Can't beat it,Color: BlackVerified Purchase,,,,
Landon,/gp/profile/amzn1.account.AGBQLRMBS34RGNDPHV7OUQGMJDIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2019",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,1.0 out of 5 stars,Anker power box will not fully charge. Bought a 10w wall outlet and still will not fully charge.,Does not charge fully,Color: BlackVerified Purchase,,,,
Tom,/gp/profile/amzn1.account.AECAA63JCHIXAB6DR3M6OE6LFTXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2016",1,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,5.0 out of 5 stars,"I haven't had the chance to use this product for the application it was purchased for, my trip is the end of April, but I have used it a couple times at home and so far it's been flawless, very easy to use, charge it up, plug your phone/tablet/laptop whatever you want to charge in and it begins to charge. The unit has a button you push that lights up blue led lights 1-4 to let you know how much charge is left.",Anker 20000mAh Portable...,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AFXGZ336H444EXGEUO4R5HJ2WL3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_491?ie=UTF8&pageNumber=491&reviewerType=all_reviews,4.0 out of 5 stars,"I love anker products but I had to write a review because this does not fast charge my note 5.  It's a great battery, very durable and high quality. I use this battery to charge my other anker battery that fast charges my note 5. Overall I'm happy with all my anker products",Good for long term charging. No fast charge on larger devices,Color: BlackVerified Purchase,,,,
Loa,/gp/profile/amzn1.account.AHLSL7ZDRGXIQIM4C7XHDCSFIIYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 22, 2016",3,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_492?ie=UTF8&pageNumber=492&reviewerType=all_reviews,2.0 out of 5 stars,"It's good but the black ""tabs"" that are in the USB ports come out easily and stick to whatever wire you use to charge your phone/device. The first one came out a while ago so I was forced to use only one port until now. They both came out and now I can't use the battery. It hasn't been a year yet.","New and ""not"" improved",Color: BlackVerified Purchase,,,,
