author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,ranking,helpful_votes,total_review,visibility_status
Carmy,/gp/profile/amzn1.account.AFBVK3KVNKCLCMRYYJ24ZGBEI5IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2017",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,so far really liking this hose - so light weight & easy to handle & the swivel grip really makes a difference - will see how it holds up thru the summer - got the 75' & its perfect - gets my whole front yard & back yard -,... really liking this hose - so light weight & easy to handle & the swivel grip really makes a ...,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",5 people found this helpful,,,1277108,,,
LT1,/gp/profile/amzn1.account.AF76POD7DGIV66NHLYO23DTNX6KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2020",1,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,Fist time using..turned off my nozzel and the water pressure caused this end to blow apart. Come to find out the hose is only secured in the end piece with a plastic pressure joint. Any hose pressure will blow it apart.,Garbage. Poor connection. Blow out!,"Size: 5/8"" (inches) x 5' (feet)Style: HoseVerified Purchase",,,,357576,65,49,Public
Diaz2006,/gp/profile/amzn1.account.AGHG57FRDRWWGD4QEAB5ZVTBLDTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"It still kinks up, but I have never owned a hose that didn't. The difference between this hose and all the others I have owned in the past is I can easily swivel and maneuver from where I am standing to unkink it vs having to walker over to the kinked part to fix the problem. I use it for watering my plants and washing my car (with a pressure washer) and it gets the job done. Much easier to handle that my previous heavy duty hoses I used to have.",Happy with the hose,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,2419136,39,78,Public
Mark,/gp/profile/amzn1.account.AFVGTW5MX55H6JJM6W2I46TGOO4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 30, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Easy to coil and seems durable,Nice hose,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,1090540,,,
Roger J.,/gp/profile/amzn1.account.AHMXN5TPPCPDWYTLZZUAMWTXVUGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,This hose meets all of my watering needs.  It is lightweight and any kinks can be removed with just a light flip/twist of the watering nozzle.  It has yet to survive the hot weather of the summer here in New Mexico but has held up to daily use so far.  I would recommend this hose.,Nice Hose,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,1245778,,,
Jerry A,/gp/profile/amzn1.account.AEP6TJGIRK5VXPV4ROW377VRUEMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2021",1,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,Came with a permanent kink.  Lots of great reviews. But see picture.,Came with a permanent kink.  Lots of great reviews. But see picture.,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,16128,,,
MJ,/gp/profile/amzn1.account.AFBDQD5QJXD33LLBPWFIPCFYYI2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2020",3,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"Used as a lead hose to my hose reel, put Teflon on both ends and no leaks. Love the swivel, makes for kink free operation. Hose is 10 foot, needed it to ""extend"" the hose reel and the hose is kink free compared to the original that came with the hose reel.Love it.","Flexible swivel,surdy, so far no kinks","Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,16009604,588,77,Public
MR Morquecho,/gp/profile/amzn1.account.AF4IVTCPJIMFIPRE2K5Q6TGRHHFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,2.0 out of 5 stars,"Flexzilla? This hose should be named Kinkzilla! Yes the hose is light weight; yes it's easy to maneuver until you attempt to ""snap"" the kinks out of the extended hose. No matter how you rodeo rope the hose to remove the kinks you invariable have to walk the length of the hose & and remove each kink (1 for every wrap/coil of the hose when stored, so at least 5 kinks!). I have the 50-ft hose & the hose is just too pliable for that length. A 25-ft flexzilla hose might not be bad for a patio garden? Regardless, do yourself a favor and be sure to buy a hose reel if you buy this hose. I live in a higher than average crime city & I put this hose in the front yard, hoping it might find a new home. Still waiting... =o/",Kinkzilla!!,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,793553,20,40,Public
corvid49,/gp/profile/amzn1.account.AG6FFGCSLBM4C3H6CTRWMYAXDOGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"After using several types of garden hoses, including vinyl and rubber,this has been perfect for us after a couple of month's use.It is light in weight, flexible when pressurized, and is not prone to kinking.I cannot speak of its durability at this early stage, but no issues as of yet.",Seems Perfect,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,8092528,19,9,Public
Amazon Customer,/gp/profile/amzn1.account.AHW7MNBGSBVPKYET4DGGIFRJDKVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 8, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"Bought this hose to replace a metal hose which I loved but it ended up leaking after a year. What I really like about this hose is it doesn't kink as long as it under pressure. Another great feature is there is a free rotating end on this hose which allows you to turn a nozzle without having to turn the hose itself. I wind it up on the reel while it's still under pressure so there's no kinking during the wind up, then let the pressure out.",Really Good Hose,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",One person found this helpful,,,10415676,,,
Tom D,/gp/profile/amzn1.account.AHSY744O5IH24LVWCQ4OWVQOSIHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,"I bought the 50’ hose about a year ago.  Liked it, but wanted a longer hose so I purchased the 75’ hose last May 2020.  The 50’ hose comes with metal fittings on both ends of the hose.I was disappointed to find that the 75’ hose has plastic fittings on both ends of the hose.  NOT the same quality of hose OR they cheapen the product in the past hear.",75’ hose is NOT the same quality as the 50’ hose.,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,83496908,784,242,Public
Papacan fix it,/gp/profile/amzn1.account.AGJOD2KGJCJWJDMRD2B6UKPBEJDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2018",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"Recommended by my neighbor, couldn't be happier.  Have had several hoses over the years and this replaces my Never Kink which was nice but fittings eventually leaked and hose was too stiff and heavy, seemed like I was always fitting with it.  Also resists, but will kink (Never Kink).  This hose is light and flexible and resists kinks as well as other.  Nice fittings, i hope will hold up over time.",Great Hose,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,312295,109,26,Public
Chazwozzle,/gp/profile/amzn1.account.AFRDYJRKSTRMESZJDCAXLNV67WLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"Substantial quality of life and ease of use upgrade from “standard” hoses.  Swiveling end grips are SO comfortable and added greater functionality than anticipated.  No more kinks (In the hose). 100ft model drags around the yard and obstacles more easily than the 75ft “standard” hose it replaced.  Skeptical when purchased, now we are getting another for the front yard.",Substantial upgrade from other hoses.,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",One person found this helpful,,,5686006,,,
RLight,/gp/profile/amzn1.account.AEWQPY2QWSFRJ6RQRG6YRGQC2O7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2018",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,It's just ok.  Very expensive.  Still crimps.  Dirt seems to stick to it.  Still needed to use a swivel quick release on the sprayer because the handle of the sprayer gets stuck in the grass as the hose tries to un-coil itself (trying to keep from crimping).  Probably wouldn't have bought it knowing all this.,It's just ok. Very expensive. Still crimps. ...,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",One person found this helpful,,,11463501,45,77,Public
RockabillyReb,/gp/profile/amzn1.account.AHLQK7SYAKF5SPXZNAEZ22CDBVMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 24, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,"So far so good- a hell of a lot easier to coil up, and the handles that spin 360 deg really make it easier to get a tight fit.Much less leakage with this hose.",Really great,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,773850,250,88,Public
Ellen Jeffries,/gp/profile/amzn1.account.AG5EWZ3AO52LDZCRNNJ7FS4HDJWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,1.0 out of 5 stars,"I’m not sure how this got such a good rating. After reading reviews on several websites including Amazon, I ordered this house with great expectations. Unfortunately, this has to be literally the worst hose that I have ever encountered. It’s almost like it has a life of its own. Upon initial and rolling it kinked and at least 40 places all at once! Material sticks to itself when you’re trying to roll it up and, or unravel it. Lastly, it had a bulge in the wall part of the hose which appeared to be a defect.",I’m not sure how this got such a good rating,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,321125,117,74,Public
Dagwood Bumpsted,/gp/profile/amzn1.account.AEDKNPYXHM6GC5BRUUJR4IULL2KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,"Best hose I have ever had, really does not kink, lightweight and easy to handle and to wind up on my hose holder. Got the short connector hose for my hose holder to the faucet and now none of the connections leak like my old hoses did. Almost threw away my hose holder but did not have to when I got this hose.",Excellent,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,634135,,,
ZABY,/gp/profile/amzn1.account.AH2IAHHB7WKFCDRHOCBQMS3RNV5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,I love this hose. It is awesome flexible and does the job. Originally I bought one that was too short and returned it for a larger one with ease. It’s bright in the garden and I would recommend this hose to anyone. So durable,Durable and functional,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,392569,13,59,Public
J. Fredrik,/gp/profile/amzn1.account.AEKM5FN64AXRRBIYFYF3OGKPLFWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,2.0 out of 5 stars,"This short piece of hose, will not attach to your WHEEL as a hose, but is only a piece to run from the spicket to the wheel unit.  Just FYI, so you won't be disappointed, as the attachments will not connect for use as a hose.  Not what I expected, so can't return as i didn't keep the box.","DOES NOT LAST,,, and NOT A HOSE !","Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,130643,123,107,Public
Mike,/gp/profile/amzn1.account.AHVLZK4ZXXFHDFYUU65LPZYOCOOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2020",1,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,"Perfect. Strong fittings and doesn't leak. Best part is both hose fittings rotate, which allows you to wrench the hose into the fixed-input of a hose-reel without having to twist the hose 20-times as you screw it into the hose-reel.",Perfect for a hose-reel,"Size: 5/8"" (inches) x 5' (feet)Style: HoseVerified Purchase",,,,2238783,34,94,Public
Roy G.,/gp/profile/amzn1.account.AGOJY7SP2MXE55QGY3GTS556MWWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,The design of this hose makes it much easier to install onto your spigot. Provides a large handle to control installation on the spigot. The hose itself is extremely flexible and lightweight.,Easy connection to spigots.,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,84475614,,,
"Jax, FL",/gp/profile/amzn1.account.AEPURUSC57626MHFDZYVHZY7JDIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,I bought 2 hoses before this one. I wish I had bought this one first! It's everything in a hose that I want. It winds up perfectly and I'm one of those people that has to roll it up just right! I like the ends. It's just great.,Great hose!,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,8173267,,,
Amy,/gp/profile/amzn1.account.AHDWDLLDCWIERFIGAACWSUQSA2IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Got a 3' and 5' for our RV to use between filter / pressure regulator and longer hose. They are a great addition with the quick disconnects and make hooking up quick and simple.,Awesome hose,"Size: 5/8"" (inches) x 5' (feet)Style: HoseVerified Purchase",,,,11860267,,,
