author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Elizabeth A,/gp/profile/amzn1.account.AFUA4IHSJUDXEZKGBMURL6CLJOCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,2.0 out of 5 stars,The batteries do not last at all. The lighting is also not as bright as I thought it would be. Maybe I didn’t see how long the battery was supposed to last.,The batteries do not last at all. The lighting ...,Verified Purchase,2 people found this helpful,89,82,281823,Public
William R. Spiers,/gp/profile/amzn1.account.AE3SZG5EQOZU7O6UF5PJUKUKEQXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 15, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"Great little product! Light is bright for its size and flicker is subtle and natural. Great deal for 12, especially with CR2032 batteries included. Useful in hundreds of places—perfect as a small gift.",Perfect little lights,Verified Purchase,,15,22,57981717,Public
Black Jane 1,/gp/profile/amzn1.account.AG5XPFHSUAF6DC5GCKG7EUUSSXMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,The best things I found about these little things when I got them?  they came with batteries.  How many things can you say that about?  Hardly anything.  They look very nice too.  Had them all over the house at Christmas.  Looked so warm and cozy.,nice little tea lights,Verified Purchase,,122,153,199164,Public
Emily,/gp/profile/amzn1.account.AEN5WKOPYN4WZQZKDHQNGAOVFIIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,They have a great flicker to them. Takes about 4 to make a decent size candle light up at night.,Look realistic.,Verified Purchase,,44,228,975068,Public
Amy Washington,/gp/profile/amzn1.account.AEA63WJFIULULDG7JEGNOAGNUTGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"Though I, admittedly, haven’t used them all yet those that I have are awesome. I was skeptical of all the rave reviews but these are by far the most realistic looking flameless lights I’ve ever seen. The color and flickering are perfect and gentle looking just like real candles in the holders ive been making!",Incredibly realistic light,Verified Purchase,,8,27,7088480,Public
Bluebonnet Momma,/gp/profile/amzn1.account.AFB6CMCG5TWMX6C6DCL7ILXE6XZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 31, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,These candles exceeded my expectations! Works great in my Jack-o-lantern 🎃 and is so bright.,Great candle for your Jack-o-lanterns,Verified Purchase,,47,77,994088,Public
Christy Harris,/gp/profile/amzn1.account.AESEVHPKZYJOALJVIVCL4QTI533A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,These are very realistic looking. I used them for luminaries that I made for a winter wonderland party and they looked BEAUTIFUL! I’ll definitely be using this brand again in the future if I need other sizes!,So pretty,Verified Purchase,,75,24,582597,Public
MJ,/gp/profile/amzn1.account.AECINA64OEPXVWCQAGO5L3CQAB5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,4.0 out of 5 stars,I like how it flickers like a actual brain candle. Worth the money.,Realistic looking flame,Verified Purchase,One person found this helpful,1,17,62593673,Public
Susie,/gp/profile/amzn1.account.AF2W75FPLAJZDWUVUFJQ7CYER46Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,5.0 out of 5 stars,These little tea lights look so real when they are turned on. So so happy with this product!!!,Awesome,Verified Purchase,,44,86,62593673,Public
Elizabeth J.,/gp/profile/amzn1.account.AEEWAZPEVKN634GIRAWP2ZDCVHSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2017",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,5.0 out of 5 stars,"These lights are really nice! I bought them to use at my wedding reception on all the guests tables and they were perfect! The light looks very natural. I planned on trying to resell them after the wedding but they are so nice I decided to keep them. I even used them in our pumpkins at Halloween and they looked great and battery lasted way longer then I expected, they still work after MANY days of continuous use! These lights are definitely worth buying, I would definitely purchase them again!",Excellent item!,Verified Purchase,One person found this helpful,20,8,6476764,Public
Woodsiders,/gp/profile/amzn1.account.AFUUJBOKNHQ4QQQXBX5KUL2U5RVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2018",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,4.0 out of 5 stars,"My now husband used these to create a nice cozy ambience and recreate that lake scene from Tangled to propose to me 6 months ago. They're absolutely gorgeous and to this day, I still keep them! And hopefully, for our big wedding on October this year, we can use more to decorate the reception because these are really pretty!",Perfect to set the mood. Easy set up,Verified Purchase,,877,163,40596,Public
Deb,/gp/profile/amzn1.account.AF63QBUCRZHT2PRSRLGNSUTVTKUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,5.0 out of 5 stars,"These little candles are so nice.  The flickering is subtle, which we are really happy with, we didn't want something ""wavering"" and annoying.  Create wonderful ambiance",So nice,Verified Purchase,,75,18,2900100,Public
Miss Missy,/gp/profile/amzn1.account.AFKXZ533RTYOMQYS3GTGN4ZYMX5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2020",0,1,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,2.0 out of 5 stars,I DIDN'T receive the remote AND THEY THEY ARE SO TINY..WASN'T WHAT I EXPECTED... LOOKING AT THE REVIEWS AND GOT MISLEAD,DON'T BUY,Verified Purchase,,45,198,62589945,Public
Sharon Dunn,/gp/profile/amzn1.account.AE25HYUA65R6NA7IK3OBIFP5XGTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,5.0 out of 5 stars,I use these on a decoration that is too dangerous to use actual votive candles on. This product was very bright and looked realistic in the decoration. light lasted long time as well. Recommend this product!,great product,Verified Purchase,,2,26,10644146,Public
Sunshine,/gp/profile/amzn1.account.AHSLE7CP6KIJEOIK3FQDEL3XFC3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,5.0 out of 5 stars,These little candles are just the right size for the end table in the living room.  They give off a nice glow that brightens up a dark corner.  The timer works perfectly.  Haven't tried the remote yet.,Full of holiday spirit,Verified Purchase,,42,28,1574270,Public
paige piskin,/gp/profile/amzn1.account.AF7VWJY4UXBVWW2DJ5MQSEBDYMAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2018",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,5.0 out of 5 stars,"These candles are adorable - I thought at first open that they looked cheap. I'm used to the restoration hardware realistic faux candles, but these are so cute when they are on at night - from a distance you feel like they are real and keep thinking you need to blow them out lol. They are really cute and flicker like real candles!",These candles are adorable - I thought at first open that they looked ...,Verified Purchase,,62,35,1074594,Public
Martha,/gp/profile/amzn1.account.AEKXIPVLHDEMHFTON7CFNWKBVT3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=31,4.0 out of 5 stars,"They're easy to turn on, however... I don't know see a timer function or remote control on them? They're a little too bright A Little too fake looking... I was hoping for more of a dimmer true candle light look.",Easy to use.,Verified Purchase,,4,13,6881264,Public
Charly,/gp/profile/amzn1.account.AECTTVOURNINFUVYTGMCFHSSMUXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2020",1,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,5.0 out of 5 stars,I like these tea lights very much and they create a lovely ambience in the room. But I'm returning for the ones on a timer and getting the 24 pk with the timer!,Bright flickering lights!,Verified Purchase,,57,76,1112554,Public
Lindsey Williams,/gp/profile/amzn1.account.AE5PEYXRVRDHMKPZ2CFU4RBEBP7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 19, 2018",0,1,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,3.0 out of 5 stars,"I really like these little lights, but I just wish they had a remote or would sync with other remotes! It's pretty annoying having to turn all of them off individually. If this company remakes these with a remote, I will definitely buy as the size is great, flicker is great and the color of the candles is great.",I really like these little lights,Verified Purchase,,52,59,321650,Public
Sandi,/gp/profile/amzn1.account.AGZ3563NGR2XMKPMA3V7CLE44FQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2018",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,5.0 out of 5 stars,Absolutely LOVE these candles! Used to have candles all over my home until kids happened. These have been just as enjoyable and even better that I don't have to worry about wax scrapping or fire hazards with the pets and kids. They're on my xmas list for this year.,Tha Bomb,Verified Purchase,,23,58,1690512,Public
Christina Covarrubias,/gp/profile/amzn1.account.AEBKFG3UP7CWGOVU2ULTBNTZJQBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,4.0 out of 5 stars,"Were so much smaller than I thought they would be...but that was my mistake. Other than that they are as described. I still plan on using them, just not for what I had first intended them to be used for.",Small flameless candles,Verified Purchase,,3,27,8831038,Public
ivan arevalo,/gp/profile/amzn1.account.AHWIIJWSLPTDUJJA5GK6CFCEMV3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 7, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,5.0 out of 5 stars,I am super pleased with these candles. I absolutely love the flickering light and the appearance. I would definitely recommend these.,Perfect candles,Verified Purchase,,18,31,78885438,Public
Sandra B.,/gp/profile/amzn1.account.AESUMNH55WQ4FZ6WCLLHS77YDEGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,5.0 out of 5 stars,"Love the white flame, not a blue flame or yellow flame, but truly a soft white! Can't find good ones like this in stores!","Nice, warm white flame!",Verified Purchase,,23,29,1543282,Public
Bax's Mum,/gp/profile/amzn1.account.AGVTIQWOU2CWAG236B5763M2W7HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,5.0 out of 5 stars,Bright light which is what I was looking for to shine through frosted glass candle holders.,Bright light,Verified Purchase,,15,43,2019132,Public
kindred spirit,/gp/profile/amzn1.account.AECUQNTYGADM6XKCDKWEJPDQGNVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2017",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,4.0 out of 5 stars,Love these votive. Like that they look more realistic and that you can replace the battery.  I like to see candles in every room but without the worry about forgetting to blow them out. I wish they had a timer that would make them perfect. For the price I can just flick them off when we go to bed to save the battery.,Nice realistic tea lights.,Verified Purchase,One person found this helpful,6198,1217,12734,Public
Matawan Marge,/gp/profile/amzn1.account.AHWN5BU5TA2XD3D4UWOC7ETOSGXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,4.0 out of 5 stars,"I bought these primarily to put into a ceramic jack-o-lantern that I have from years back. I had to put two of them in.I've checked 6 of the 12, they work. I'll assume they all will. They could be a bit brighter, though.  But all in all, a good purchase.",They work!,Verified Purchase,,4,19,78850744,Public
cb,/gp/profile/amzn1.account.AFHLFLU442Q6QRZ2AIA65GPHPFOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2019",0,1,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=32,1.0 out of 5 stars,I have dozens and dozens of battery candles of all kinds in my home.  I give them as gifts.  These are the worst I've ever bought.  I returned them.,Too white.  Too bright.  Look fake.,Verified Purchase,One person found this helpful,152,66,1076609,Public
