author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking
eMike,/gp/profile/amzn1.account.AF34S7YS7O54V6APQMSOG5WF3WHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,5.0 out of 5 stars,"Used Filtrate for years and these provide just the right amount of protection at a price point where I do not hesitate to replace it every month (in our hot, dusty environment, this was the strong advice of our HVAC service specialist)",Great system protection at a great price.,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,36227934
5. Wars,/gp/profile/amzn1.account.AFNRSR5YTKDGBEWIUEHWQVYTMYZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,5.0 out of 5 stars,Exactly what I needed. Came quick and in a huge box that got my kids excited that it was a Christmas present. Nope! Just new filters!,Feelin’ these filters,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,2 people found this helpful,1527356
Lilyanna,/gp/profile/amzn1.account.AHIHQZOEEPPTZMIDTRZTOUV7YIOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 28, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,5.0 out of 5 stars,Great for an older furnace,"Dense, hold dust well",Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,11926430
Wright,/gp/profile/amzn1.account.AGGVOQMSDXJLAT72IJ2AM33CTPDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,2.0 out of 5 stars,The filter looks like it would do a good job but it is just too big.  This is the size that I have used for years.  My husband ended up craming it in.,"this filter is at least 1/2"" to big in each direction",Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,,1562268
Amazon Customer,/gp/profile/amzn1.account.AG4N75YM77D4I3FXIRWDT2WRZY4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,5.0 out of 5 stars,"Great price easier to buy this way, hard to find this merv rating in store, no reason to buy the more expensive ones, most hvac pros will tell you this",Good,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,1222242
goodoneleft,/gp/profile/amzn1.account.AHURW4A3EZWUCM2LIPFUONRVXNNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,3.0 out of 5 stars,These are  pretty thin and will not buy again,Not very thick,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,61127
RURNT,/gp/profile/amzn1.account.AGNY24Q3AQSVJYDL4J5ZUSRJLFFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 4, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,5.0 out of 5 stars,"These filters are not individually protected.  If changed Monthly, at least one of them will be stored for 6 Months.  Do not tear the plastic wrap they ship in and use it to store filters in waiting.","3M quality, Reasonable price, Packaging could be better",Size: 24x24x1Style: Without Air PurifierVerified Purchase,,2016371
Katelyn,/gp/profile/amzn1.account.AE7ZUMKMMX57IP3IM2EKJXCB7MNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 28, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,5.0 out of 5 stars,Much cheaper then the ones I found at any local stores. Works perfect. I dont need anything special or high price because I like to change them often,Perfect size and price,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,7783
Gran,/gp/profile/amzn1.account.AF4MBVDCNLVB466IVZ25MHCQLXBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 16, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,5.0 out of 5 stars,Not sure about how they install. I received today and the box looked like it had been through a small war. After opening the box I know 2 of them are damaged.  I ordered these for my sister....told her they were a bargain. I hope they work but know she is going to fuss about them. 😢😢,Box was damaged.,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,1143535
Carl Chamblee   Karen Chamblee,/gp/profile/amzn1.account.AE35CQMZVWVJBWK5V6AMI2XRTDIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 15, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=37,5.0 out of 5 stars,"Nothing too exciting about this product, because it's an air filter. But it came just as expected and perfectly packaged. I will be buying again in the future.",Would Buy Again,Size: 20x24x1Style: Without Air PurifierVerified Purchase,One person found this helpful,62593673
Songbird,/gp/profile/amzn1.account.AH2TSWZJNFCFAXVDWNCDUJRHAZTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,5.0 out of 5 stars,Works well. I have a larger house and I have to use 2 at a time.  Something a bit thicker or more substantial might last a little longer in my home.,Efficient and traps so much!,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,198685
Denise R. Hodges,/gp/profile/amzn1.account.AEFWUCGXQKNFU2WJ3FZAHCJQIU5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,3.0 out of 5 stars,"THESE FILTERS WORK FINE, HOWEVER I DIDN'T KNOW THERE WERE DIFFERENT (THICKNESS) IF YOU WILL. I SAW THE SAME FILTER AT ANOTHER STORE BUT IT HAS 2000 ON IT, THIS ONE SAYS 300. SO I GUESS THAT'S WHY THE  PRICE WAS  REASONABLE FOR 6 FILTERS.",THESE WORK BUT ARE NOT THE  ONLY ONE OF IT'S KIND,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,79024859
Vince S.,/gp/profile/amzn1.account.AEQ4PDA4KGZHLX3EQIITYT6LLU6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,5.0 out of 5 stars,It's a good basic affordable filter that needs to be changed every month to two months. It is not a microfilter so it allows air to pass through it but cleans out the large particles a good product,Change it often,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,78626886
Ron Baker,/gp/profile/amzn1.account.AGPQQ3S7OHOYA75J63VADA4PATMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,4.0 out of 5 stars,Good value and good quality but most filters fit that bill. Liked that I got it quick  - worth the money and equivalent to other filters similarly priced. No complaints.,A Filter is a filter is a filter,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,78428472
Sharlie,/gp/profile/amzn1.account.AHWW2N2QSOX4DBMYI2NWLVY7G64A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 6, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,1.0 out of 5 stars,"I was excited to get filters on the cheap end, however these filters only seemed to last me 2 weeks at most before they seemed to ""clog up"". They would pull almost into the air vent although they were hardly dusty at all. I was highly disappointed.",Eh,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,,1872932
Amazon Customer,/gp/profile/amzn1.account.AGDC255IBKK6EF7NORFS36RVU4FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,5.0 out of 5 stars,"Definite value for my money, plus I don't have to worry about store not having the type of filter I want in my size.I will never be buying my filters in-store again. I immediately cut the info off the box to keep so that I go to Amazon-enter info-add to cart-check out all while sitting here on my patio with tea taking a break from reading.",Will only order again.,Size: 20x25x1Style: Without Air PurifierVerified Purchase,,
C. M. Durham,/gp/profile/amzn1.account.AF26D4Z5BJF5WC2S4NPGKER74SZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,2.0 out of 5 stars,"Really cheap filters, not what I’ve purchased in store before. I’ll have to change these much more frequently than the filters I usually purchase.",Super cheap. I don’t recommend!,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,78985376
Kingsfan 760,/gp/profile/amzn1.account.AEWNJHQ2YIEVSRUSTMO3TNMK2PAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 18, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,5.0 out of 5 stars,Appears to Quality Filter for a nice price comparable to local retailers. I keep the spares in my furnace closet and have no excuse for changing filters often. I would recommend this product.,Great Filter and Price !,Size: 14 x 30 x 1Style: Without Air PurifierVerified Purchase,,324689
Frank G.,/gp/profile/amzn1.account.AHNWPAEY3OKVCVG6VOYFV2RUS5IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 18, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,5.0 out of 5 stars,Nor Cal is sold out of HVAC filters because of all the months of fires.  These were not to arrive till mid December but arrived 4 weeks early.  :-)),They work and they are  3M product.,Size: 14 x 30 x 1Style: Without Air PurifierVerified Purchase,,1273783
Danny & Shelby,/gp/profile/amzn1.account.AEUN35JNWSAR6GCINMZAU6GTXTTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=38,4.0 out of 5 stars,"Would not recommend for old furnace that has custom cutout for filters, no tabs to help pull and they are kinda flimsy, might need to be creative! But they work and good for the money. Would definitely recommend for any furnace that has a filter box/housing!",Good,Size: 14x24x1Style: Without Air PurifierVerified Purchase,,78753268
Testmaven,/gp/profile/amzn1.account.AETLOAR3YLIR2DS6X2L4YVAA2BTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 5, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=39,5.0 out of 5 stars,"Now that the heat has started up again, I'll be changing filters more often, and it's nice to have a supply on hand. Perfect fit for the furnace.",Makes it easy to replace filters more often!,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,61345
MaryAnn,/gp/profile/amzn1.account.AHWSX3VCL2ZSPV4KF24NWRWE725A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=39,5.0 out of 5 stars,They work well and in the summer need to be changed more often then in the winter due to considerably more dust in Az during the summer.,Air Filters,Size: 20x24x1Style: Without Air PurifierVerified Purchase,One person found this helpful,1259195
Zachary Dailey,/gp/profile/amzn1.account.AF4FE4HS6XXGJALQSCHIPWWC4G6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2020",1,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=39,5.0 out of 5 stars,I like that they are easy to install and at a great price I loved that it came in a multipack as these are a hard size to find in stores where I live,Works greated,Size: 24x24x1Style: Without Air PurifierVerified Purchase,,3732006
PM,/gp/profile/amzn1.account.AFAZ2O6WGCNKJ7ZLF65UYPXTNKBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=39,1.0 out of 5 stars,"These are not the same filters advertised in the product listing.  As other's have mentioned, they are a much cheaper variation.  Yet, they continue to mislead consumers and pass off the cheaper version to us.",FALSE ADVERTISING,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,,3945337
Fitmedex,/gp/profile/amzn1.account.AGWVHAVLYLDWQR5EIO2E4ZWLQ6TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=39,2.0 out of 5 stars,"This product did not fit our standard 16"" x 25"" opening. My husband cut his hand trying to jam it in. We had to tediously shave off a couple of millimeters on each side to get it to fit. Buyer beware.",Had to shave off 1-2mm on each side to fit properly,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,1985573
Stanislav,/gp/profile/amzn1.account.AG5YIOZC3PVK3LJET3SU72X6CGNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=39,3.0 out of 5 stars,They work and are cleaner then the one I removed. Hard to really get into. Not sure how they perform. My air filter was dirty so I changed it. These works.,"Hard to excited over an air filter, They work",Size: 16x20x1Style: Without Air PurifierVerified Purchase,,175411
Joseph Bramlage,/gp/profile/amzn1.account.AFMJH72TDPZXN6IX6NNW34DIZAEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=39,1.0 out of 5 stars,"I've been using these filters for years and they've worked great, but a sudden jump of $10 more for the same product makes this way overpriced and I've actually found better filters cheaper elsewhere.",Not worth the money anymore.,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,370325
ROBERT FENTZLAFF,/gp/profile/amzn1.account.AEEA7GRB54332GY3O6CN2QMETPSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=39,5.0 out of 5 stars,Seems to make the AC unit work better. It is a good quality filter. They are more durable than what I have been getting at the local home improvement store,Cheaper than the other,Size: 14x14x1Style: Without Air PurifierVerified Purchase,,164510
