author,author_profile_url,date_of_review,image_num,num_of_comments,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,visibility_status,ranking
Amy Richardson,/gp/profile/amzn1.account.AHI3L4L4RQHGFM5HY2PR5P4DFMDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2021",0,,2.0 out of 5 stars,"I am half way through listening to the book and the story is mesmerizing and I am enjoying it. So I give the story high marks. I have the audio book.  However, after or before every voice speaks the narrators says ""I said"", 'he said"", ""She said"" and it is driving me nuts. I've never noticed this quirk in an audio book before but it is not necessary - the voices are drastically different so it is clear who is speaking and I find the continual ""he/Owen/She says"" or ""I said""  statements to be beyond annoying and distracting. SOOO Repetitive.  For example, this dialogue, ""What's wrong?""  I SAID  ""NOTHING"" HE SAID..................Bailey said let's go ""HE SAID""...it's so frequent it's abnormal.  Feels like a mistake.  Amateur narration.  VERY VERY ANNOYING",annoying narration,,One person found this helpful,,62,8,Public,2301538
renwarsreads,/gp/profile/amzn1.account.AEJ6WJOD5I2FSJSV5X63J2NTDAEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 10, 2021",0,,4.0 out of 5 stars,"This was a really good book and I think I read it because of all of the hype I've been seeing on social media. I feel like this was two stories in one, the book starts out one way and then changes track when we learn more about Owen's life prior to meeting Hannah. Hannah is a likable character who is put in a position that is not winnable. Bailey is her stepdaughter who she hasn't won over yet and who has no idea about what her life was like when she was small. Together they embark on a fact finding journey as to why their husband/father disappeared and where he could be. This was a fast paced read, definitely enjoyed it and glad I listened to all the hype!",This was a really good book!,,,,80,322,Public,203368
backporchpages,/gp/profile/amzn1.account.AGCY2FZZYEBOHLWDCKYR3TRTTBFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2021",0,,4.0 out of 5 stars,"Short and sweet review time…If you’re looking for a domestic suspense with some mystery, some family drama and a good dose of Austin, Texas, The Last Thing He Told Me by @LauraDaveAuthor might be the book for you.While I keep seeing this book labeled as a thriller, I have to disagree. To me, it was more about the relationships between the characters than the mystery itself. In particular, I was drawn to the relationship dynamic between Hannah and Bailey.This was a solid four stars for me, and I love that it’s a steam-free, mostly language-free read that I will be handing off to my teen daughters to enjoy this summer.",Loved it,,,,76,72,Public,119663
Kindle Worm,/gp/profile/amzn1.account.AGUQ75X7LM5AEGUM33H4SDFVR6NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,4.0 out of 5 stars,"This fast paced mystery will have you staying up past your bedtime as you read “just one more chapter”.  When Hannah receives a note from her husband, Owen, saying “protect her”, she’s not exactly sure what’s going on.  Where is Owen and why did he run?  That question is answered rather quickly, but where is he and why hasn’t he returned.  As Hannah deals with her less than loving step daughter, Bailey, they unravel the full mystery little by little as they find out Owen isn’t exactly who they thought he was.  Not a huge fan of the ending, but an overall great read! Thank you to Simon and Schuster and NetGalley for an ARC of this book.",Faced Paced Mystery,,,,588,1192,Public,7946
Ann Bresnan,/gp/profile/amzn1.account.AF5OZ7EXUY3BZ3FD4N27IYXIVNZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,5.0 out of 5 stars,"In The Last Thing He Told Me, Laura Dave tells us what is happening today with various chapters into the past, filling the reader in on the back story. The main story takes place in just a few hectic days with edge of your seat moments. A warning needs to come with this story, you WILL stay up to finish it, it's that good! I want to thank NetGalley and Simon & Schuster for an early copy to review.",The Last Thing He Told Me,,One person found this helpful,,711,1129,Public,73652
CindyLuWho,/gp/profile/amzn1.account.AHLBKHUP3AWH4HYZ326NBVVGFIZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,4.0 out of 5 stars,"The Last Thing He Told Me is a fast paced page turner with unpredictable twists throughout. Hannah’s new husband disappears as his company goes down, leaving her only a note, and unexpectedly left alone to take care of her teenage stepdaughter, Bailey. As we follow the mystery of what made him leave and who he is, we’re also asking who we can and cannot trust. These elements propel the story start to finish.I was drawn to this book based on the NetGalley description, my familiarity and love of Sausalito as one of the locales, and the book cover itself. I am not familiar with the author and credit her with writing a very quick reading story. Although I think some of the supporting Sausalito characters could have been developed more fully to make their roles more worthwhile, the descriptions of the few main characters were excellent. I also loved that it changed venues to Austin, Texas as it unfolded. I could definitely envision this book as a movie I’d see (although now I would know how it ends!).","Fast paced, unpredictable",,,,2,14,Public,21244008
AUashleyS,/gp/profile/amzn1.account.AFKE55WFPYLKLSZM3UEGM4C3JVPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2021",0,,5.0 out of 5 stars,"This was the first book in a while that I stayed up late to finish, and that's a beautiful feeling. I connected with the characters despite not having a ton of development, and the unique storyline had me hooked right from the start. I'm not sure how realistic the plot is, but it wasn't so far-fetched that I couldn't suspend any reservations and enjoy it anyway. Laura Dave never disappoints!",YES,,One person found this helpful,,223,104,Public,394294
Tiffany Van Zee,/gp/profile/amzn1.account.AEGXB2RBSR7NGNC5XFB6PVOOGKNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2021",0,,4.0 out of 5 stars,"This book and I got off to a shaky start. Like a not-so-great first date but you’re willing to give it another chance and see them again. For me, it was a slow start up (which may sound strange since the book almost immediately jumps into action) and it took me a while to build a connection to the characters. But when I did (around the 50% mark), it morphed into a heart-pounding, cancel-my-appointments, speed reading story of cat and mouse that I couldn’t be more pleased with. If you are hesitating with the first few chapters like I did, just be patient. The characters are about to turn to you in a most knowing way and say, “Buckle up. We’re about to take off.” Much thanks to NetGalley, Laura Dave, and Simon & Schuster for an early copy of this book for review.",Buckle up!,,,,11,20,Public,5277089
Erika,/gp/profile/amzn1.account.AGMGTITZTDNHNQ2IUIICWJZ4GCUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,4.0 out of 5 stars,"“PROTECT HER” This book is broken into 3 parts and is told from the perspective of Hannah (swipe for book description). I found myself very invested in this story and wanting to keep reading more. I really enjoyed all of the characters and watching their growth and development throughout the book, particularly Hannah and Bailey. I was very emotionally invested in the relationship between Bailey and Hannah. This book kept me guessing until the very end. I found myself feeling all different emotions while reading. All I can say about the ending is WOW. It had me all in my feels. While I always like a picture-perfect ending, that isn’t always realistic. I really enjoyed the way this book ended. This was my first book by Laura Dave and definitely won’t be my last. Overall, I recommend this book for anyone that likes page-turning mysteries. Thank you to Simon & Schuster, NetGalley and Laura Dave for providing me with an ARC ebook in exchange for an honest review.",Page turner!,,,,0,14,Public,8595791
SHARON LOVES HER KINDLE,/gp/profile/amzn1.account.AGTOOCJGR6WJOEHYOIVXYBFZTDEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,4.0 out of 5 stars,"Thank you to NetGalley, the publisher and the author, for an ARC of this book, in exhange for an honest review.I enjoyed reading ""The Last Thing He Told Me"" by Laura Dave.I found it to be a well written, nicely paced suspenseful mystery that kept me interested the entire time.After I finished reading this book,I discovered it's in the works to become a limited series on Apple TV+ starring and coproduced by Julia Roberts as well as Reese Witherspoon's Hello Sunshine company.This was the 1st book that I have read by Ms. Dave and I would definitely read other books by her.",Well written,,,,40,125,Public,985742
